device_block,fast_sequence_index,fast_start_timestamp_utc,fast_metadata_timestamp_utc,fast_prefix,model,precision,batch,realized_fast_regime,fast_cpu_mode_MHz,fast_gpu_mode_MHz,immediate_predecessor_sequence_index,immediate_predecessor_start_timestamp_utc,immediate_predecessor_prefix,immediate_predecessor_profile,immediate_predecessor_fast_regime,immediate_predecessor_state,expected_regime_from_immediate_predecessor,immediate_rule_match,last_nonfast_sequence_index,last_nonfast_start_timestamp_utc,last_nonfast_prefix,last_nonfast_profile,expected_regime_from_last_nonfast,last_nonfast_rule_match
Clone2,41,2026-07-05T21:31:21.079440117+00:00,2026-07-05T22:07:22+00:00,resnet50_fp32_fast_BS16,resnet50,fp32,16,low,729.0,407.0,40,2026-07-05T19:51:58.640163183+00:00,mobilenet_v2_fp64_slow_BS8,slow,not_applicable,slow,low,True,40,2026-07-05T19:51:58.640163183+00:00,mobilenet_v2_fp64_slow_BS8,slow,low,True
Clone2,43,2026-07-05T22:35:10.198509455+00:00,2026-07-06T00:43:12+00:00,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,128,low,729.0,407.0,42,2026-07-05T22:07:28.419151545+00:00,resnet50_fp16_slow_BS8,slow,not_applicable,slow,low,True,42,2026-07-05T22:07:28.419151545+00:00,resnet50_fp16_slow_BS8,slow,low,True
Clone2,44,2026-07-06T00:43:30.580478668+00:00,2026-07-06T01:08:11+00:00,resnet50_fp16_fast_BS64,resnet50,fp16,64,low,729.0,407.0,43,2026-07-05T22:35:10.198509455+00:00,mobilenet_v2_fp64_fast_BS128,fast,low,fast-low,low,True,42,2026-07-05T22:07:28.419151545+00:00,resnet50_fp16_slow_BS8,slow,low,True
Clone2,45,2026-07-06T01:08:16.398145199+00:00,2026-07-06T02:47:44+00:00,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,8,low,729.0,407.0,44,2026-07-06T00:43:30.580478668+00:00,resnet50_fp16_fast_BS64,fast,low,fast-low,low,True,42,2026-07-05T22:07:28.419151545+00:00,resnet50_fp16_slow_BS8,slow,low,True
Clone2,55,2026-07-06T09:20:11.483923674+00:00,2026-07-06T21:52:06+00:00,resnet50_fp64_fast_BS8,resnet50,fp64,8,low,729.0,407.0,54,2026-07-06T07:24:10.199491739+00:00,mobilenet_v2_fp64_slow_BS128,slow,not_applicable,slow,low,True,54,2026-07-06T07:24:10.199491739+00:00,mobilenet_v2_fp64_slow_BS128,slow,low,True
Clone2,56,2026-07-06T21:52:15.678000212+00:00,2026-07-07T10:54:35+00:00,resnet50_fp64_fast_BS64,resnet50,fp64,64,low,729.0,407.0,55,2026-07-06T09:20:11.483923674+00:00,resnet50_fp64_fast_BS8,fast,low,fast-low,low,True,54,2026-07-06T07:24:10.199491739+00:00,mobilenet_v2_fp64_slow_BS128,slow,low,True
Clone2,58,2026-07-08T00:02:25.316649437+00:00,2026-07-08T00:28:53+00:00,resnet50_fp16_fast_BS8,resnet50,fp16,8,low,729.0,407.0,57,2026-07-07T10:54:44.531218529+00:00,resnet50_fp64_slow_BS128,slow,not_applicable,slow,low,True,57,2026-07-07T10:54:44.531218529+00:00,resnet50_fp64_slow_BS128,slow,low,True
Clone2,63,2026-07-08T02:49:57.611189365+00:00,2026-07-08T03:28:19+00:00,resnet50_fp32_fast_BS8,resnet50,fp32,8,low,729.0,407.0,62,2026-07-08T02:25:42.098001719+00:00,mobilenet_v2_fp32_slow_BS16,slow,not_applicable,slow,low,True,62,2026-07-08T02:25:42.098001719+00:00,mobilenet_v2_fp32_slow_BS16,slow,low,True
Clone2,64,2026-07-08T03:28:25.397972107+00:00,2026-07-08T05:10:52+00:00,mobilenet_v2_fp64_fast_BS4,mobilenet_v2,fp64,4,low,729.0,407.0,63,2026-07-08T02:49:57.611189365+00:00,resnet50_fp32_fast_BS8,fast,low,fast-low,low,True,62,2026-07-08T02:25:42.098001719+00:00,mobilenet_v2_fp32_slow_BS16,slow,low,True
Clone2,67,2026-07-08T05:44:31.392882347+00:00,2026-07-08T06:21:29+00:00,mobilenet_v2_fp16_fast_BS1,mobilenet_v2,fp16,1,high,1190.0,813.0,66,2026-07-08T05:28:12.574236155+00:00,mobilenet_v2_fp32_medium_BS128,medium,not_applicable,medium,high,True,66,2026-07-08T05:28:12.574236155+00:00,mobilenet_v2_fp32_medium_BS128,medium,high,True
Clone2,70,2026-07-08T08:28:50.096877813+00:00,2026-07-08T08:52:18+00:00,mobilenet_v2_fp32_fast_BS8,mobilenet_v2,fp32,8,low,729.0,407.0,69,2026-07-08T08:04:00.332800627+00:00,resnet50_fp16_slow_BS64,slow,not_applicable,slow,low,True,69,2026-07-08T08:04:00.332800627+00:00,resnet50_fp16_slow_BS64,slow,low,True
Clone2,72,2026-07-08T09:30:14.880980492+00:00,2026-07-08T09:50:17+00:00,mobilenet_v2_fp16_fast_BS64,mobilenet_v2,fp16,64,low,729.0,407.0,71,2026-07-08T08:52:22.996737003+00:00,resnet50_fp32_slow_BS8,slow,not_applicable,slow,low,True,71,2026-07-08T08:52:22.996737003+00:00,resnet50_fp32_slow_BS8,slow,low,True
Clone2,75,2026-07-08T16:48:04.660005808+00:00,2026-07-08T17:12:32+00:00,resnet50_fp16_fast_BS16,resnet50,fp16,16,low,729.0,407.0,74,2026-07-08T16:18:06.391828537+00:00,resnet50_fp16_slow_BS4,slow,not_applicable,slow,low,True,74,2026-07-08T16:18:06.391828537+00:00,resnet50_fp16_slow_BS4,slow,low,True
Clone2,80,2026-07-09T14:12:52.993235826+00:00,2026-07-10T02:51:44+00:00,resnet50_fp64_fast_BS32,resnet50,fp64,32,low,729.0,407.0,79,2026-07-09T00:10:40.375079632+00:00,resnet50_fp64_slow_BS1,slow,not_applicable,slow,low,True,79,2026-07-09T00:10:40.375079632+00:00,resnet50_fp64_slow_BS1,slow,low,True
Clone2,85,2026-07-10T11:22:42.743746758+00:00,2026-07-10T11:44:20+00:00,resnet50_fp32_fast_BS32,resnet50,fp32,32,high,1190.0,813.0,84,2026-07-10T04:06:40.263906001+00:00,resnet50_fp64_medium_BS1,medium,not_applicable,medium,high,True,84,2026-07-10T04:06:40.263906001+00:00,resnet50_fp64_medium_BS1,medium,high,True
Clone2,88,2026-07-10T18:53:50.884068966+00:00,2026-07-10T19:10:08+00:00,mobilenet_v2_fp32_fast_BS4,mobilenet_v2,fp32,4,high,1190.0,813.0,87,2026-07-10T12:20:12.672360420+00:00,resnet50_fp64_medium_BS4,medium,not_applicable,medium,high,True,87,2026-07-10T12:20:12.672360420+00:00,resnet50_fp64_medium_BS4,medium,high,True
Clone2,92,2026-07-10T20:24:51.012356520+00:00,2026-07-10T20:42:32+00:00,resnet50_fp16_fast_BS4,resnet50,fp16,4,high,1190.0,813.0,91,2026-07-10T20:02:37.467165470+00:00,resnet50_fp32_medium_BS32,medium,not_applicable,medium,high,True,91,2026-07-10T20:02:37.467165470+00:00,resnet50_fp32_medium_BS32,medium,high,True
Clone2,95,2026-07-10T21:24:57.458484650+00:00,2026-07-10T21:38:40+00:00,mobilenet_v2_fp16_fast_BS8,mobilenet_v2,fp16,8,high,1190.0,813.0,94,2026-07-10T21:09:17.471151352+00:00,mobilenet_v2_fp16_medium_BS8,medium,not_applicable,medium,high,True,94,2026-07-10T21:09:17.471151352+00:00,mobilenet_v2_fp16_medium_BS8,medium,high,True
Clone2,96,2026-07-10T21:38:44.478100300+00:00,2026-07-10T22:11:11+00:00,mobilenet_v2_fp32_fast_BS1,mobilenet_v2,fp32,1,high,1190.0,813.0,95,2026-07-10T21:24:57.458484650+00:00,mobilenet_v2_fp16_fast_BS8,fast,high,fast-high,high,True,94,2026-07-10T21:09:17.471151352+00:00,mobilenet_v2_fp16_medium_BS8,medium,high,True
Clone2,106,2026-07-11T09:02:27.063324213+00:00,2026-07-11T09:17:23+00:00,mobilenet_v2_fp32_fast_BS16,mobilenet_v2,fp32,16,high,1190.0,813.0,105,2026-07-11T08:45:48.589271784+00:00,resnet50_fp16_medium_BS32,medium,not_applicable,medium,high,True,105,2026-07-11T08:45:48.589271784+00:00,resnet50_fp16_medium_BS32,medium,high,True
Clone2,107,2026-07-11T09:17:28.407465219+00:00,2026-07-11T09:30:38+00:00,mobilenet_v2_fp16_fast_BS16,mobilenet_v2,fp16,16,high,1190.0,813.0,106,2026-07-11T09:02:27.063324213+00:00,mobilenet_v2_fp32_fast_BS16,fast,high,fast-high,high,True,105,2026-07-11T08:45:48.589271784+00:00,resnet50_fp16_medium_BS32,medium,high,True
Clone2,110,2026-07-11T11:21:53.326770544+00:00,2026-07-11T12:05:11+00:00,resnet50_fp32_fast_BS4,resnet50,fp32,4,low,729.0,407.0,109,2026-07-11T09:48:04.671550989+00:00,mobilenet_v2_fp64_slow_BS16,slow,not_applicable,slow,low,True,109,2026-07-11T09:48:04.671550989+00:00,mobilenet_v2_fp64_slow_BS16,slow,low,True
Clone2,116,2026-07-11T14:33:34.013273001+00:00,2026-07-11T14:48:46+00:00,mobilenet_v2_fp32_fast_BS64,mobilenet_v2,fp32,64,high,1190.0,813.0,115,2026-07-11T14:16:29.153590679+00:00,mobilenet_v2_fp32_medium_BS32,medium,not_applicable,medium,high,True,115,2026-07-11T14:16:29.153590679+00:00,mobilenet_v2_fp32_medium_BS32,medium,high,True
Clone2,125,2026-07-12T13:10:51.964308977+00:00,2026-07-12T13:26:49+00:00,resnet50_fp16_fast_BS128,resnet50,fp16,128,high,1190.0,813.0,124,2026-07-12T12:22:44.723463535+00:00,mobilenet_v2_fp64_medium_BS32,medium,not_applicable,medium,high,True,124,2026-07-12T12:22:44.723463535+00:00,mobilenet_v2_fp64_medium_BS32,medium,high,True
Clone3,2,2026-07-01T09:25:56.653349638+00:00,2026-07-01T10:04:56+00:00,resnet50_fp16_fast_BS1,resnet50,fp16,1,high,1190.0,815.0,1,2026-07-01T09:09:03.801040649+00:00,mobilenet_v2_fp32_medium_BS64,medium,not_applicable,medium,high,True,1,2026-07-01T09:09:03.801040649+00:00,mobilenet_v2_fp32_medium_BS64,medium,high,True
Clone3,4,2026-07-01T10:40:37.951200008+00:00,2026-07-01T11:16:47+00:00,resnet50_fp32_fast_BS16,resnet50,fp32,16,low,729.0,407.0,3,2026-07-01T10:05:02.032669783+00:00,resnet50_fp32_slow_BS64,slow,not_applicable,slow,low,True,3,2026-07-01T10:05:02.032669783+00:00,resnet50_fp32_slow_BS64,slow,low,True
Clone3,8,2026-07-02T00:37:52.801179171+00:00,2026-07-02T00:55:48+00:00,resnet50_fp16_fast_BS4,resnet50,fp16,4,high,1190.0,815.0,7,2026-07-02T00:12:34.611548185+00:00,resnet50_fp32_medium_BS16,medium,not_applicable,medium,high,True,7,2026-07-02T00:12:34.611548185+00:00,resnet50_fp32_medium_BS16,medium,high,True
Clone3,15,2026-07-02T03:36:52.254449129+00:00,2026-07-02T03:59:15+00:00,resnet50_fp32_fast_BS128,resnet50,fp32,128,high,1190.0,815.0,14,2026-07-02T03:18:49.799031258+00:00,mobilenet_v2_fp16_medium_BS4,medium,not_applicable,medium,high,True,14,2026-07-02T03:18:49.799031258+00:00,mobilenet_v2_fp16_medium_BS4,medium,high,True
Clone3,17,2026-07-02T04:49:27.502880096+00:00,2026-07-02T05:04:50+00:00,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,128,high,1190.0,815.0,16,2026-07-02T03:59:22.242995977+00:00,mobilenet_v2_fp64_medium_BS1,medium,not_applicable,medium,high,True,16,2026-07-02T03:59:22.242995977+00:00,mobilenet_v2_fp64_medium_BS1,medium,high,True
Clone3,21,2026-07-02T07:25:33.186101198+00:00,2026-07-02T07:45:32+00:00,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,32,low,729.0,407.0,20,2026-07-02T05:43:14.242080450+00:00,mobilenet_v2_fp64_slow_BS4,slow,not_applicable,slow,low,True,20,2026-07-02T05:43:14.242080450+00:00,mobilenet_v2_fp64_slow_BS4,slow,low,True
Clone3,24,2026-07-02T08:32:42.478500366+00:00,2026-07-02T08:53:45+00:00,mobilenet_v2_fp16_fast_BS8,mobilenet_v2,fp16,8,low,729.0,407.0,23,2026-07-02T08:12:08.654781103+00:00,mobilenet_v2_fp16_slow_BS128,slow,not_applicable,slow,low,True,23,2026-07-02T08:12:08.654781103+00:00,mobilenet_v2_fp16_slow_BS128,slow,low,True
Clone3,27,2026-07-02T10:22:45.744636774+00:00,2026-07-02T11:12:54+00:00,mobilenet_v2_fp32_fast_BS1,mobilenet_v2,fp32,1,low,729.0,407.0,26,2026-07-02T09:23:44.249264717+00:00,resnet50_fp16_slow_BS1,slow,not_applicable,slow,low,True,26,2026-07-02T09:23:44.249264717+00:00,resnet50_fp16_slow_BS1,slow,low,True
Clone3,28,2026-07-02T11:13:00.096644640+00:00,2026-07-02T11:33:04+00:00,mobilenet_v2_fp16_fast_BS16,mobilenet_v2,fp16,16,low,729.0,407.0,27,2026-07-02T10:22:45.744636774+00:00,mobilenet_v2_fp32_fast_BS1,fast,low,fast-low,low,True,26,2026-07-02T09:23:44.249264717+00:00,resnet50_fp16_slow_BS1,slow,low,True
Clone3,30,2026-07-02T17:58:08.032800198+00:00,2026-07-02T18:13:50+00:00,resnet50_fp16_fast_BS32,resnet50,fp16,32,high,1190.0,815.0,29,2026-07-02T11:33:09.590263605+00:00,resnet50_fp64_medium_BS8,medium,not_applicable,medium,high,True,29,2026-07-02T11:33:09.590263605+00:00,resnet50_fp64_medium_BS8,medium,high,True
Clone3,31,2026-07-02T18:13:55.557033539+00:00,2026-07-02T18:31:23+00:00,mobilenet_v2_fp16_fast_BS4,mobilenet_v2,fp16,4,high,1190.0,815.0,30,2026-07-02T17:58:08.032800198+00:00,resnet50_fp16_fast_BS32,fast,high,fast-high,high,True,29,2026-07-02T11:33:09.590263605+00:00,resnet50_fp64_medium_BS8,medium,high,True
Clone3,32,2026-07-02T18:31:28.799010754+00:00,2026-07-03T01:03:57+00:00,resnet50_fp64_fast_BS4,resnet50,fp64,4,high,1190.0,815.0,31,2026-07-02T18:13:55.557033539+00:00,mobilenet_v2_fp16_fast_BS4,fast,high,fast-high,high,True,29,2026-07-02T11:33:09.590263605+00:00,resnet50_fp64_medium_BS8,medium,high,True
Clone3,34,2026-07-03T01:45:35.221526861+00:00,2026-07-03T02:41:28+00:00,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,128,high,1190.0,815.0,33,2026-07-03T01:04:03.323076963+00:00,resnet50_fp16_medium_BS1,medium,not_applicable,medium,high,True,33,2026-07-03T01:04:03.323076963+00:00,resnet50_fp16_medium_BS1,medium,high,True
Clone3,36,2026-07-03T03:19:54.945440054+00:00,2026-07-03T09:44:52+00:00,resnet50_fp64_fast_BS32,resnet50,fp64,32,high,1190.0,815.0,35,2026-07-03T02:41:41.758014679+00:00,mobilenet_v2_fp16_medium_BS1,medium,not_applicable,medium,high,True,35,2026-07-03T02:41:41.758014679+00:00,mobilenet_v2_fp16_medium_BS1,medium,high,True
Clone3,37,2026-07-03T09:44:57.992262840+00:00,2026-07-03T16:22:08+00:00,resnet50_fp64_fast_BS64,resnet50,fp64,64,high,1190.0,815.0,36,2026-07-03T03:19:54.945440054+00:00,resnet50_fp64_fast_BS32,fast,high,fast-high,high,True,35,2026-07-03T02:41:41.758014679+00:00,mobilenet_v2_fp16_medium_BS1,medium,high,True
Clone3,39,2026-07-04T05:32:57.683536530+00:00,2026-07-04T07:12:31+00:00,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,8,low,729.0,407.0,38,2026-07-03T16:22:14.988458395+00:00,resnet50_fp64_slow_BS128,slow,not_applicable,slow,low,True,38,2026-07-03T16:22:14.988458395+00:00,resnet50_fp64_slow_BS128,slow,low,True
Clone3,41,2026-07-04T13:39:13.180605412+00:00,2026-07-04T20:00:29+00:00,resnet50_fp64_fast_BS8,resnet50,fp64,8,high,1190.0,815.0,40,2026-07-04T07:12:35.951668739+00:00,resnet50_fp64_medium_BS32,medium,not_applicable,medium,high,True,40,2026-07-04T07:12:35.951668739+00:00,resnet50_fp64_medium_BS32,medium,high,True
Clone3,42,2026-07-04T20:00:34.877460480+00:00,2026-07-04T20:25:56+00:00,resnet50_fp32_fast_BS4,resnet50,fp32,4,high,1190.0,815.0,41,2026-07-04T13:39:13.180605412+00:00,resnet50_fp64_fast_BS8,fast,high,fast-high,high,True,40,2026-07-04T07:12:35.951668739+00:00,resnet50_fp64_medium_BS32,medium,high,True
Clone3,51,2026-07-05T01:07:09.026021004+00:00,2026-07-05T01:27:25+00:00,mobilenet_v2_fp16_fast_BS64,mobilenet_v2,fp16,64,low,729.0,407.0,50,2026-07-05T00:16:43.930042028+00:00,mobilenet_v2_fp32_slow_BS1,slow,not_applicable,slow,low,True,50,2026-07-05T00:16:43.930042028+00:00,mobilenet_v2_fp32_slow_BS1,slow,low,True
Clone3,55,2026-07-05T02:55:14.101533890+00:00,2026-07-05T03:10:29+00:00,mobilenet_v2_fp32_fast_BS64,mobilenet_v2,fp32,64,high,1190.0,815.0,54,2026-07-05T02:40:14.454403400+00:00,mobilenet_v2_fp16_medium_BS32,medium,not_applicable,medium,high,True,54,2026-07-05T02:40:14.454403400+00:00,mobilenet_v2_fp16_medium_BS32,medium,high,True
Clone3,58,2026-07-05T10:36:44.142737627+00:00,2026-07-05T10:52:42+00:00,resnet50_fp16_fast_BS16,resnet50,fp16,16,high,1190.0,815.0,57,2026-07-05T03:27:00.537077665+00:00,resnet50_fp64_medium_BS1,medium,not_applicable,medium,high,True,57,2026-07-05T03:27:00.537077665+00:00,resnet50_fp64_medium_BS1,medium,high,True
Clone3,61,2026-07-05T14:06:21.760908127+00:00,2026-07-05T14:29:50+00:00,mobilenet_v2_fp32_fast_BS16,mobilenet_v2,fp32,16,low,729.0,407.0,60,2026-07-05T12:32:24.412394285+00:00,mobilenet_v2_fp64_slow_BS1,slow,not_applicable,slow,low,True,60,2026-07-05T12:32:24.412394285+00:00,mobilenet_v2_fp64_slow_BS1,slow,low,True
Clone3,73,2026-07-06T09:08:36.712888241+00:00,2026-07-06T10:45:49+00:00,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,64,low,729.0,407.0,72,2026-07-05T21:19:53.651171923+00:00,resnet50_fp64_slow_BS16,slow,not_applicable,slow,low,True,72,2026-07-05T21:19:53.651171923+00:00,resnet50_fp64_slow_BS16,slow,low,True
Clone3,75,2026-07-06T11:12:53.784392118+00:00,2026-07-07T01:15:46+00:00,resnet50_fp64_fast_BS1,resnet50,fp64,1,low,729.0,407.0,74,2026-07-06T10:45:57.117710114+00:00,mobilenet_v2_fp32_slow_BS4,slow,not_applicable,slow,low,True,74,2026-07-06T10:45:57.117710114+00:00,mobilenet_v2_fp32_slow_BS4,slow,low,True
Clone3,82,2026-07-07T04:31:10.201395273+00:00,2026-07-07T05:24:30+00:00,resnet50_fp32_fast_BS1,resnet50,fp32,1,low,729.0,407.0,81,2026-07-07T04:06:32.475685596+00:00,resnet50_fp16_slow_BS32,slow,not_applicable,slow,low,True,81,2026-07-07T04:06:32.475685596+00:00,resnet50_fp16_slow_BS32,slow,low,True
Clone3,86,2026-07-07T06:43:04.641838789+00:00,2026-07-07T14:11:39+00:00,resnet50_fp64_fast_BS128,resnet50,fp64,128,high,1190.0,815.0,85,2026-07-07T06:21:17.422880411+00:00,resnet50_fp16_medium_BS4,medium,not_applicable,medium,high,True,85,2026-07-07T06:21:17.422880411+00:00,resnet50_fp16_medium_BS4,medium,high,True
Clone3,87,2026-07-07T14:11:55.673806429+00:00,2026-07-07T14:28:36+00:00,resnet50_fp16_fast_BS8,resnet50,fp16,8,high,1190.0,815.0,86,2026-07-07T06:43:04.641838789+00:00,resnet50_fp64_fast_BS128,fast,high,fast-high,high,True,85,2026-07-07T06:21:17.422880411+00:00,resnet50_fp16_medium_BS4,medium,high,True
Clone3,91,2026-07-07T16:14:19.431933641+00:00,2026-07-07T16:30:24+00:00,resnet50_fp16_fast_BS128,resnet50,fp16,128,high,1190.0,815.0,90,2026-07-07T15:18:47.365434647+00:00,mobilenet_v2_fp64_medium_BS128,medium,not_applicable,medium,high,True,90,2026-07-07T15:18:47.365434647+00:00,mobilenet_v2_fp64_medium_BS128,medium,high,True
Clone3,94,2026-07-07T17:39:32.648804903+00:00,2026-07-07T17:52:53+00:00,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,128,high,1190.0,815.0,93,2026-07-07T16:44:20.025092363+00:00,mobilenet_v2_fp64_medium_BS4,medium,not_applicable,medium,high,True,93,2026-07-07T16:44:20.025092363+00:00,mobilenet_v2_fp64_medium_BS4,medium,high,True
Clone3,95,2026-07-07T17:52:58.702242136+00:00,2026-07-07T18:48:00+00:00,mobilenet_v2_fp64_fast_BS4,mobilenet_v2,fp64,4,high,1190.0,815.0,94,2026-07-07T17:39:32.648804903+00:00,mobilenet_v2_fp16_fast_BS128,fast,high,fast-high,high,True,93,2026-07-07T16:44:20.025092363+00:00,mobilenet_v2_fp64_medium_BS4,medium,high,True
Clone3,96,2026-07-07T18:48:06.118134975+00:00,2026-07-07T19:03:25+00:00,mobilenet_v2_fp32_fast_BS8,mobilenet_v2,fp32,8,high,1190.0,815.0,95,2026-07-07T17:52:58.702242136+00:00,mobilenet_v2_fp64_fast_BS4,fast,high,fast-high,high,True,93,2026-07-07T16:44:20.025092363+00:00,mobilenet_v2_fp64_medium_BS4,medium,high,True
Clone3,102,2026-07-08T21:44:38.798155785+00:00,2026-07-08T22:07:54+00:00,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,32,low,729.0,407.0,101,2026-07-08T21:20:42.132024050+00:00,mobilenet_v2_fp32_slow_BS64,slow,not_applicable,slow,low,True,101,2026-07-08T21:20:42.132024050+00:00,mobilenet_v2_fp32_slow_BS64,slow,low,True
Clone3,103,2026-07-08T22:08:00.312041044+00:00,2026-07-08T23:41:34+00:00,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,16,low,729.0,407.0,102,2026-07-08T21:44:38.798155785+00:00,mobilenet_v2_fp32_fast_BS32,fast,low,fast-low,low,True,101,2026-07-08T21:20:42.132024050+00:00,mobilenet_v2_fp32_slow_BS64,slow,low,True
Clone3,104,2026-07-08T23:41:40.495089054+00:00,2026-07-09T00:06:16+00:00,resnet50_fp16_fast_BS64,resnet50,fp16,64,low,729.0,407.0,103,2026-07-08T22:08:00.312041044+00:00,mobilenet_v2_fp64_fast_BS16,fast,low,fast-low,low,True,101,2026-07-08T21:20:42.132024050+00:00,mobilenet_v2_fp32_slow_BS64,slow,low,True
Clone3,108,2026-07-09T21:24:31.253252029+00:00,2026-07-09T22:00:02+00:00,resnet50_fp32_fast_BS64,resnet50,fp32,64,low,729.0,407.0,107,2026-07-09T07:21:15.653112411+00:00,resnet50_fp64_slow_BS1,slow,not_applicable,slow,low,True,107,2026-07-09T07:21:15.653112411+00:00,resnet50_fp64_slow_BS1,slow,low,True
Clone3,113,2026-07-10T19:57:12.646566391+00:00,2026-07-10T20:47:09+00:00,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,1,high,1190.0,815.0,112,2026-07-10T19:41:49.450606585+00:00,mobilenet_v2_fp16_medium_BS16,medium,not_applicable,medium,high,True,112,2026-07-10T19:41:49.450606585+00:00,mobilenet_v2_fp16_medium_BS16,medium,high,True
Clone3,114,2026-07-10T20:47:14.767693520+00:00,2026-07-10T21:24:22+00:00,mobilenet_v2_fp16_fast_BS1,mobilenet_v2,fp16,1,high,1190.0,815.0,113,2026-07-10T19:57:12.646566391+00:00,mobilenet_v2_fp64_fast_BS1,fast,high,fast-high,high,True,112,2026-07-10T19:41:49.450606585+00:00,mobilenet_v2_fp16_medium_BS16,medium,high,True
Clone3,115,2026-07-10T21:24:27.858642578+00:00,2026-07-10T21:48:02+00:00,resnet50_fp32_fast_BS8,resnet50,fp32,8,high,1190.0,815.0,114,2026-07-10T20:47:14.767693520+00:00,mobilenet_v2_fp16_fast_BS1,fast,high,fast-high,high,True,112,2026-07-10T19:41:49.450606585+00:00,mobilenet_v2_fp16_medium_BS16,medium,high,True
Clone3,119,2026-07-10T23:58:29.914851189+00:00,2026-07-11T00:15:10+00:00,mobilenet_v2_fp32_fast_BS4,mobilenet_v2,fp32,4,high,1190.0,815.0,118,2026-07-10T23:06:11.102390528+00:00,mobilenet_v2_fp64_medium_BS64,medium,not_applicable,medium,high,True,118,2026-07-10T23:06:11.102390528+00:00,mobilenet_v2_fp64_medium_BS64,medium,high,True
Clone3,120,2026-07-11T00:15:15.755396843+00:00,2026-07-11T06:14:12+00:00,resnet50_fp64_fast_BS16,resnet50,fp64,16,high,1190.0,815.0,119,2026-07-10T23:58:29.914851189+00:00,mobilenet_v2_fp32_fast_BS4,fast,high,fast-high,high,True,118,2026-07-10T23:06:11.102390528+00:00,mobilenet_v2_fp64_medium_BS64,medium,high,True
Clone3,124,2026-07-11T13:13:34.689154387+00:00,2026-07-11T14:01:11+00:00,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,32,high,1190.0,815.0,123,2026-07-11T07:14:26.018158197+00:00,resnet50_fp64_medium_BS16,medium,not_applicable,medium,high,True,123,2026-07-11T07:14:26.018158197+00:00,resnet50_fp64_medium_BS16,medium,high,True
Clone3,126,2026-07-11T20:34:00.823010445+00:00,2026-07-11T20:55:40+00:00,resnet50_fp32_fast_BS32,resnet50,fp32,32,high,1190.0,815.0,125,2026-07-11T14:01:16.741727591+00:00,resnet50_fp64_medium_BS4,medium,not_applicable,medium,high,True,125,2026-07-11T14:01:16.741727591+00:00,resnet50_fp64_medium_BS4,medium,high,True
