dataset,model,batch,profile,task_energy_per_eval_image_J_fp16,task_energy_per_eval_image_J_fp32,task_throughput_img_s_fp16,task_throughput_img_s_fp32,throughput_img_s_fp16,throughput_img_s_fp32,forward_throughput_fp16_over_fp32,logged_window_energy_fp16_over_fp32,logged_window_throughput_fp16_over_fp32,fp16_forward_faster,fp16_logged_window_energy_lower,fp16_logged_window_throughput_faster
Clone3,mobilenet_v2,64,slow,0.13069877,0.16461866000000003,40.95004095004095,34.89183531053733,233.1835812873809,124.60978239349171,1.8713103964104179,0.7939486933012331,1.1736281736281737,True,True,True
Clone3,mobilenet_v2,128,fast,0.10489851,0.13291205,62.266500622665006,53.99568034557235,403.20800432532496,207.05916219534492,1.9473081995035226,0.78923250374966,1.1531755915317559,True,True,True
Clone3,mobilenet_v2,128,medium,0.09999437,0.13151323,58.68544600938967,51.22950819672131,368.9685601672164,200.52866440033756,1.8399791434834656,0.7603369638172524,1.1455399061032865,True,True,True
Clone3,mobilenet_v2,128,slow,0.13181812,0.16635389000000003,40.65040650406504,34.89183531053733,243.6847401852212,128.7227525249808,1.8930976490572644,0.7923957774597274,1.165040650406504,True,True,True
Clone3,resnet50,1,fast,0.30918098,0.44216626,21.34927412467976,15.61524047470331,31.944900423386315,24.25526522881372,1.317029524189156,0.6992414572744651,1.3672075149444918,True,True,True
Clone3,resnet50,1,medium,0.29170809000000003,0.36046508,20.09646302250804,22.381378692927484,29.4904737314433,34.25197231065076,0.8609861488844291,0.8092547827379009,0.8979099678456592,False,True,False
Clone3,resnet50,1,slow,0.38165902,0.45214227,14.132278123233466,15.169902912621358,21.01005149470904,23.271308568168056,0.9028306866872066,0.8441126727655877,0.9315997738835501,False,True,False
Clone3,resnet50,4,fast,0.16375964,0.29231798,46.425255338904364,32.829940906106366,126.19348309482837,59.40524344135027,2.124281894735722,0.5602106309026904,1.414113277623027,True,True,True
Clone3,resnet50,4,medium,0.17577137999999998,0.29286078,38.34355828220859,31.525851197982345,85.95833140661423,55.38831051040805,1.551921887750336,0.6001875020615597,1.2162576687116566,True,True,True
Clone3,resnet50,4,slow,0.21375260999999998,0.36461999000000006,27.96420581655481,19.282684149633628,65.62034505193346,33.24191786780735,1.974024041359013,0.5862339308385147,1.4502237136465326,True,True,True
Clone3,resnet50,8,fast,0.15272117,0.26156018,49.9001996007984,35.28581510232886,151.12483402202955,69.45976548360576,2.1757175966523925,0.5838853987636803,1.4141716566866267,True,True,True
Clone3,resnet50,8,medium,0.15747835,0.27581295,43.85964912280702,30.211480362537763,105.6712017467275,64.30725822970652,1.6432235591395972,0.5709606818679108,1.4517543859649125,True,True,True
Clone3,resnet50,8,slow,0.19476023,0.31729496,30.543677458766034,21.710811984368217,80.5729961144205,39.425688752988464,2.0436674326536166,0.6138144457132253,1.4068417837507634,True,True,True
Clone3,resnet50,16,fast,0.14454238,0.30270946,52.02913631633715,23.02025782688766,169.8867062030357,43.486968853393854,3.90661181228264,0.4774954175531878,2.260145681581686,True,True,True
Clone3,resnet50,16,medium,0.15524058000000002,0.25816429,43.440486533449175,32.98153034300792,134.19230700969348,70.87324169249335,1.8934128566029267,0.6013247610659088,1.3171155516941788,True,True,True
Clone3,resnet50,16,slow,0.18216664000000002,0.30410352,32.74394237066143,22.634676324128566,97.03568234945958,42.27166663379112,2.295525350114566,0.5990283834925686,1.4466273739358217,True,True,True
Clone3,resnet50,32,fast,0.14127896,0.24027616000000002,52.96610169491525,38.40245775729647,179.87326577544707,78.91438194563526,2.279347076422181,0.5879857577214486,1.3792372881355932,True,True,True
Clone3,resnet50,32,medium,0.14475667,0.24498562999999998,46.860356138706656,35.587188612099645,154.8939213955374,75.36166999251827,2.055340883647017,0.5908782078361087,1.316776007497657,True,True,True
Clone3,resnet50,32,slow,0.17572868,0.29345836,33.921302578018995,23.507287259050305,105.99204275509436,44.56977141336786,2.378115018182571,0.5988198121191709,1.4430122116689281,True,True,True
Clone3,resnet50,64,fast,0.17767818999999999,0.2921625,33.80662609871535,23.4192037470726,111.7120212908826,47.15093302712714,2.369243069413108,0.6081485132417747,1.4435429344151454,True,True,True
Clone3,resnet50,64,medium,0.14353994,0.24040678,48.355899419729205,36.04902667627974,168.02515974344803,78.84619538592713,2.1310496837674684,0.597071097578862,1.3413926499032882,True,True,True
Clone3,resnet50,64,slow,0.17737004,0.29317427,33.62474781439139,23.452157598499063,109.5902406118664,46.79870573616058,2.34173656916302,0.6049986583065424,1.4337592468056488,True,True,True
Clone3,resnet50,128,fast,0.14619668,0.24644270000000001,51.65289256198347,37.147102526002975,190.7386502438301,81.8362467959826,2.3307355568167822,0.5932278781233933,1.390495867768595,True,True,True
Clone3,resnet50,128,medium,0.14054893,0.24331895,50.91649694501018,36.603221083455345,181.89343729396003,80.47430078523523,2.2602673837376464,0.5776324860846226,1.3910386965376782,True,True,True
Clone3,resnet50,128,slow,0.17796485,0.30179288,33.78378378378378,22.696323195642307,117.17818206975952,46.949498886938976,2.4958345636859964,0.5896920099639197,1.4885135135135135,True,True,True
